ID,File,Loại file,Nhóm,Câu hỏi,Đáp án chuẩn,Câu trả lời hệ thống,Nguồn/Citation,Retrieval,Citation,Answer,Điểm,Hallucination,Mức độ lỗi,Ghi chú,Đề xuất fix,Latency ms
CMP-024,"pdf_02_an_toan_du_lieu.pdf, AI Document Question Answering System.pptx",PDF+PPTX,Comparison,"So sánh nội dung của ""pdf_02_an_toan_du_lieu.pdf"" và ""AI Document Question Answering System.pptx"".",Cần nêu được nội dung của cả hai file: Page: 1 > File: d849cc7fe46a49b19f7bf1c4bdc7c468_pdf_02_an_toan_du_lieu.pdf; Slide: 1 > Slide 1 > Blocks: 4-7,Các tài liệu khác nhau ở phạm vi nội dung chính. pdf_02_an_toan_du_lieu.pdf: Page: 1; Hướng dẫn an toàn dữ liệu cá nhân; AI Document Question Answering System.pptx: Slide 8; Title: Slide 8.,AI Document Question Answering System.pptx (slide 8) | AI Document Question Answering System.pptx (slide 2) | AI Document Question Answering System.pptx (slide 12) | pdf_02_an_toan_du_lieu.pdf (trang 1) | AI Document Question Answering System.pptx (slide 9),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,221.09
CMP-025,"Test pdf scan.pdf, bai_trinh_chieu_mau_thu_vien_thong_minh.pptx",PDF+PPTX,Comparison,"So sánh nội dung của ""Test pdf scan.pdf"" và ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"".",Cần nêu được nội dung của cả hai file: Page: 1 > File: e4eee1144064466092a3e26cce305d0b_Test pdf scan.pdf; Slide: 1 > Slide 1 > Blocks: 1-5,Các tài liệu khác nhau ở phạm vi nội dung chính. bai_trinh_chieu_mau_thu_vien_thong_minh.pptx: Slide 2; Title: Slide 2; Test pdf scan.pdf: Page: 2; Page: 1; OCR From Images:.,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 1) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 7) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 6) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 2) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 3),Một phần,Một phần,Một phần,0.5,Không,Medium,Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,306.09
CMP-026,"Test pdf.pdf, pptx_01_du_lich_can_tho.pptx",PDF+PPTX,Comparison,"So sánh nội dung của ""Test pdf.pdf"" và ""pptx_01_du_lich_can_tho.pptx"".",Cần nêu được nội dung của cả hai file: Page: 1 > File: c4220cd9dc7b4b1292798be9a6c655a0_Test pdf.pdf; Slide: 1 > Slide 1 > Blocks: 2-5,"Các tài liệu khác nhau ở phạm vi nội dung chính. Test pdf.pdf: paragraph; scikit-image - Tích hợp tốt với hệ sinh thái SciPy, NumPy. - Cú pháp có thể hơi phức tạp hơn so với; pptx_01_du_lich_can_tho.pptx: Slide 2; Title: Slide 2.",Test pdf.pdf (trang 2) | Test pdf.pdf (trang 6) | Test pdf.pdf (trang 4) | Test pdf.pdf (trang 14) | Test pdf.pdf (trang 13),Một phần,Một phần,Một phần,0.5,Không,Medium,Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,335.08
CMP-031,"AI Document Question Answering System.pptx, txt_01_nhat_ky_vuon_rau.txt",PPTX+TXT,Comparison,"So sánh nội dung của ""AI Document Question Answering System.pptx"" và ""txt_01_nhat_ky_vuon_rau.txt"".",Cần nêu được nội dung của cả hai file: Slide: 1 > Slide 1 > Blocks: 4-7; NHẬT KÝ VƯỜN RAU BAN CÔNG,Các tài liệu khác nhau ở phạm vi nội dung chính. AI Document Question Answering System.pptx: Slide 9; Title: Slide 9; txt_01_nhat_ky_vuon_rau.txt: NHẬT KÝ VƯỜN RAU BAN CÔNG; NHẬT KÝ VƯỜN RAU BAN CÔNG.,AI Document Question Answering System.pptx (slide 2) | AI Document Question Answering System.pptx (slide 9) | AI Document Question Answering System.pptx (slide 8) | AI Document Question Answering System.pptx (slide 5) | AI Document Question Answering System.pptx (slide 12),Một phần,Một phần,Một phần,0.5,Không,Medium,Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,252.04
CMP-032,"bai_trinh_chieu_mau_thu_vien_thong_minh.pptx, txt_02_ke_hoach_clb_sach.txt",PPTX+TXT,Comparison,"So sánh nội dung của ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" và ""txt_02_ke_hoach_clb_sach.txt"".",Cần nêu được nội dung của cả hai file: Slide: 1 > Slide 1 > Blocks: 1-5; KẾ HOẠCH CÂU LẠC BỘ ĐỌC SÁCH THÁNG 6,Các tài liệu khác nhau ở phạm vi nội dung chính. bai_trinh_chieu_mau_thu_vien_thong_minh.pptx: Slide 4; Title: Slide 4; txt_02_ke_hoach_clb_sach.txt: KẾ HOẠCH CÂU LẠC BỘ ĐỌC SÁCH THÁNG 6; KẾ HOẠCH CÂU LẠC BỘ ĐỌC SÁCH THÁNG 6.,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 7) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 4) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 1) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 2) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 5),Một phần,Một phần,Một phần,0.5,Không,Medium,Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,279.75
CMP-033,"pptx_01_du_lich_can_tho.pptx, file_excel_mau_song_xanh.xlsx",PPTX+XLSX,Comparison,"So sánh nội dung của ""pptx_01_du_lich_can_tho.pptx"" và ""file_excel_mau_song_xanh.xlsx"".",Cần nêu được nội dung của cả hai file: Slide: 1 > Slide 1 > Blocks: 2-5; Du_lieu_chien_dich,Các tài liệu khác nhau ở phạm vi nội dung chính. file_excel_mau_song_xanh.xlsx: Tong_quan:used_range_1; Sheet: Tong_quan; pptx_01_du_lich_can_tho.pptx: Slide 1; Title: Slide 1.,"file_excel_mau_song_xanh.xlsx (sheet Tong_quan, A1:H16) | file_excel_mau_song_xanh.xlsx (sheet Du_lieu_chien_dich, A1:L32) | file_excel_mau_song_xanh.xlsx (sheet Tong_quan) | pptx_01_du_lich_can_tho.pptx (slide 1)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,429.04
CMP-034,"pptx_02_trong_cay_truong_hoc.pptx, Test xlsx.xlsx",PPTX+XLSX,Comparison,"So sánh nội dung của ""pptx_02_trong_cay_truong_hoc.pptx"" và ""Test xlsx.xlsx"".",Cần nêu được nội dung của cả hai file: Slide: 1 > Slide 1 > Blocks: 2-5; Sheet: Sheet4 > Sheet4,Các tài liệu khác nhau ở phạm vi nội dung chính. Test xlsx.xlsx: Sheet2:used_range_1; Sheet: Sheet2; pptx_02_trong_cay_truong_hoc.pptx: Slide 1; Title: Slide 1.,"pptx_02_trong_cay_truong_hoc.pptx (slide 2) | pptx_02_trong_cay_truong_hoc.pptx (slide 1) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000) | Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet1, A1:Z1000)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,386.31
CMP-036,"nhat_ky_mau_vuon_rau_do_thi.txt, xlsx_02_ke_hoach_hoc_tap.xlsx",TXT+XLSX,Comparison,"So sánh nội dung của ""nhat_ky_mau_vuon_rau_do_thi.txt"" và ""xlsx_02_ke_hoach_hoc_tap.xlsx"".",Cần nêu được nội dung của cả hai file: NHẬT KÝ MẪU: DỰ ÁN VƯỜN RAU ĐÔ THỊ TRÊN SÂN THƯỢNG; Ke hoach hoc tap,"Các tài liệu khác nhau ở phạm vi nội dung chính. nhat_ky_mau_vuon_rau_do_thi.txt: paragraph; Mục tiêu thứ ba là tạo một hoạt động gắn kết gia đình. Mỗi người có thể phụ trách một phần nhỏ như gieo hạt, tưới nước, kiểm tra sâu bệnh, ghi nhật ký hoặc thu hoạch. Khi mọi người cùng tham gia, khu vườn trở thành mộ; xlsx_02_ke_hoach_hoc_tap.xlsx: Ke hoach hoc tap:used_range_1; Sheet: Ke hoach hoc tap.",nhat_ky_mau_vuon_rau_do_thi.txt | nhat_ky_mau_vuon_rau_do_thi.txt (NHẬT KÝ MẪU: DỰ ÁN VƯỜN RAU ĐÔ THỊ TRÊN SÂN THƯỢNG) | nhat_ky_mau_vuon_rau_do_thi.txt (2. MỤC TIÊU CỦA DỰ ÁN) | nhat_ky_mau_vuon_rau_do_thi.txt (9. KẾT LUẬN) | nhat_ky_mau_vuon_rau_do_thi.txt (8. HƯỚNG PHÁT TRIỂN TIẾP THEO),Một phần,Một phần,Một phần,0.5,Không,Medium,Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,264.24
CMP-040,"file_excel_mau_song_xanh.xlsx, Test docx.docx",DOCX+XLSX,Comparison,"So sánh nội dung của ""file_excel_mau_song_xanh.xlsx"" và ""Test docx.docx"".",Cần nêu được nội dung của cả hai file: Du_lieu_chien_dich; BÁO CÁO THỰC TẬP TỐT NGHIỆP,"Các tài liệu khác nhau ở phạm vi nội dung chính. Test docx.docx: đồ thị (Graph Traversal): Từ các thực thể đã xác định, hệ thống thực hiện các bước nhảy trên Neo4j để lần theo các quan hệ dẫn chiếu và hướng dẫn thi hành. Quá trình này giúp hệ thống thu thập được các Nghị định hoặc...; Phần Tư vấn trực tiếp: Trình bày nội dung giải đáp bằng ngôn ngữ dễ hiểu, được tổng hợp dựa trên suy luận logic; file_excel_mau_song_xanh.xlsx: Du_lieu_chien_dich; Sheet: Du_lieu_chien_dich.","Test docx.docx (trang 23) | Test docx.docx (trang 13) | Test docx.docx (trang 30) | Test docx.docx (trang 35, CHƯƠNG 5: KIỂM THỬ & ĐÁNH GIÁ > 5.1. Kịch bản kiểm thử) | Test docx.docx (trang 25, 3.6. Thiết kế cơ sở dữ liệu vector > 3.6.1. Cấu trúc Schema và Quản lý Payload)",Một phần,Một phần,Một phần,0.5,Không,Medium,Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,606.37
TAB-002,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 3 có thông tin gì?",Ngày: 2026-05-01 00:00:00; Khu vực: Ký túc xá; Hoạt động: Đổi rác lấy cây; Người phụ trách: An; Số người tham gia: 32,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2542.33
TAB-003,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 4 có thông tin gì?",Ngày: 2026-05-02 00:00:00; Khu vực: Căn tin; Hoạt động: Thu gom rác tái chế; Người phụ trách: Minh; Số người tham gia: 87,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2413.36
TAB-004,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 5 có thông tin gì?",Ngày: 2026-05-03 00:00:00; Khu vực: Thư viện; Hoạt động: Workshop sống xanh; Người phụ trách: Huy; Số người tham gia: 95,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2373.85
TAB-005,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 6 có thông tin gì?",Ngày: 2026-05-04 00:00:00; Khu vực: Thư viện; Hoạt động: Dọn vệ sinh khu vực; Người phụ trách: Trang; Số người tham gia: 18,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2352.16
TAB-006,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 7 có thông tin gì?",Ngày: 2026-05-05 00:00:00; Khu vực: Khoa CNTT; Hoạt động: Tuyên truyền phân loại rác; Người phụ trách: Trang; Số người tham gia: 31,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2392.0
TAB-007,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 8 có thông tin gì?",Ngày: 2026-05-06 00:00:00; Khu vực: Căn tin; Hoạt động: Thu gom rác tái chế; Người phụ trách: Linh; Số người tham gia: 76,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2358.86
TAB-008,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 9 có thông tin gì?",Ngày: 2026-05-07 00:00:00; Khu vực: Phòng học A; Hoạt động: Thu gom rác tái chế; Người phụ trách: Minh; Số người tham gia: 64,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2347.85
TAB-009,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 10 có thông tin gì?",Ngày: 2026-05-08 00:00:00; Khu vực: Khoa CNTT; Hoạt động: Dọn vệ sinh khu vực; Người phụ trách: Trang; Số người tham gia: 28,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2440.76
TAB-010,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 11 có thông tin gì?",Ngày: 2026-05-09 00:00:00; Khu vực: Thư viện; Hoạt động: Tuyên truyền phân loại rác; Người phụ trách: Phúc; Số người tham gia: 38,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2354.82
TAB-011,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 12 có thông tin gì?",Ngày: 2026-05-10 00:00:00; Khu vực: Thư viện; Hoạt động: Đổi rác lấy cây; Người phụ trách: Huy; Số người tham gia: 39,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2418.34
TAB-012,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 13 có thông tin gì?",Ngày: 2026-05-11 00:00:00; Khu vực: Ký túc xá; Hoạt động: Thu gom rác tái chế; Người phụ trách: An; Số người tham gia: 89,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2398.44
TAB-013,file_excel_mau_song_xanh.xlsx,XLSX,Table/Numeric,"Trong file ""file_excel_mau_song_xanh.xlsx"", ở sheet ""Du_lieu_chien_dich"", dòng 14 có thông tin gì?",Ngày: 2026-05-12 00:00:00; Khu vực: Thư viện; Hoạt động: Workshop sống xanh; Người phụ trách: Phúc; Số người tham gia: 69,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",3680.53
TAB-015,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 3 có thông tin gì?",No.: 1.0; 受験番号: KI2; 氏名: のび太　徳田; 性別: A; 学科名: 教育学科,Sheet Index: 3 Sheet Index: 3 Sheet Index: 3 Sheet Index: 3 Sheet Index: 3.,"Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet4)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2637.41
TAB-016,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 4 có thông tin gì?",No.: 2.0; 受験番号: KE2; 氏名: 優希　カイ; 性別: A; 学科名: 経営学科,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2437.1
TAB-017,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 5 có thông tin gì?",No.: 3.0; 受験番号: NH2; 氏名: 勝弘　系; 性別: A; 学科名: 日本語学科,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2409.61
TAB-018,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 6 có thông tin gì?",No.: 4.0; 受験番号: KI1; 氏名: 山下　恵子; 性別: U; 学科名: 教育学科,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2372.91
TAB-019,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 7 có thông tin gì?",No.: 5.0; 受験番号: NH1; 氏名: 山川　静香; 性別: U; 学科名: 日本語学科,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2389.83
TAB-020,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 8 có thông tin gì?",No.: 6.0; 受験番号: NH1; 氏名: 山田　浩; 性別: U; 学科名: 日本語学科,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2362.17
TAB-021,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 9 có thông tin gì?",No.: 7.0; 受験番号: KE2; 氏名: 志村　愛; 性別: A; 学科名: 経営学科,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2267.65
TAB-022,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 10 có thông tin gì?",No.: 8.0; 受験番号: NH1; 氏名: 木村　信; 性別: U; 学科名: 日本語学科,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2312.45
TAB-023,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 11 có thông tin gì?",No.: 9.0; 受験番号: KE1; 氏名: 木村　杏奈; 性別: U; 学科名: 経営学科,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2427.08
TAB-024,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 12 có thông tin gì?",No.: 10.0; 受験番号: KI2; 氏名: 立山　高貴; 性別: A; 学科名: 教育学科,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2327.02
TAB-025,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 13 có thông tin gì?",学科名: 平均点; 日本語: ?; 数学: ?; 文学: ?; 総計: ?,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2271.19
TAB-026,Test xlsx.xlsx,XLSX,Table/Numeric,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 14 có thông tin gì?",学科名: 最高点; 日本語: ?; 数学: ?; 文学: ?; 総計: ?,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2316.23
TAB-028,xlsx_01_bao_cao_doanh_thu.xlsx,XLSX,Table/Numeric,"Trong file ""xlsx_01_bao_cao_doanh_thu.xlsx"", ở sheet ""Doanh thu"", dòng 2 có thông tin gì?",Tháng: 01/2026; Sản phẩm A: 120; Sản phẩm B: 90; Dịch vụ: 45; Tổng: 255,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2207.58
