ID,Run,File,FileType,Group,Question,Expected,Actual,Sources,Retrieval,Citation,Answer,Score,Hallucination,Severity,Notes,Fix,LatencyMs
B300-SLD-028,Base 300,Test pptx.pptx,PPTX,Base 300,"Slide 3 của file ""Test pptx.pptx"" nói về nội dung gì?","Slide: 3; Title: Slide 3; [1] textbox/auto_shape @ x=161510,y=404664,w=8820980,h=3024336: 先生も頑張ります！",Slide 3 nói về: 先生も頑張ります！; 一緒に頑張って; 勉強しましょう！; Image object detected on slide.,Test pptx.pptx (slide 3),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,412.55
B300-SLD-029,Base 300,Test pptx.pptx,PPTX,Base 300,"Slide 4 của file ""Test pptx.pptx"" nói về nội dung gì?","Slide: 4; Title: Slide 4; [1] textbox/auto_shape @ x=161510,y=404664,w=8820980,h=3024336: 分からないことを",Slide 4 nói về: 分からないことを; そのままにしないで; 必ず質問しましょう！; Image object detected on slide.,Test pptx.pptx (slide 4),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,427.06
B300-SLD-030,Base 300,Test pptx.pptx,PPTX,Base 300,"Slide 5 của file ""Test pptx.pptx"" nói về nội dung gì?",Slide: 5; Title: ＜授業の目的＞,Slide 5 nói về: ＜授業の目的＞; 日本のビジネスマナーを理解し 実践できるようにすること.,"Test pptx.pptx (slide 5, ＜授業の目的＞)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,438.65
F105-TAB-025,Focused Regression,Test xlsx.xlsx,XLSX,Focused Regression,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 13 có thông tin gì?",学科名: 平均点; 日本語: ?; 数学: ?; 文学: ?; 総計: ?,"Ở sheet 'Sheet4', dòng 13 có: 学科名: 平均点; 日本語:?; 数学:?; 文学:?; 総計:?; column_12: 合格者数; column_18: （10点）.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.49
F105-TAB-026,Focused Regression,Test xlsx.xlsx,XLSX,Focused Regression,"Trong file ""Test xlsx.xlsx"", ở sheet ""Sheet4"", dòng 14 có thông tin gì?",学科名: 最高点; 日本語: ?; 数学: ?; 文学: ?; 総計: ?,"Ở sheet 'Sheet4', dòng 14 có: 学科名: 最高点; 日本語:?; 数学:?; 文学:?; 総計:?; column_12: 合格率; column_18: （5点）.","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet2, A1:Z1000)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.55
F105-SLD-001,Focused Regression,AI Document Question Answering System.pptx,PPTX,Focused Regression,"Slide 1 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [4] textbox/text_box @ x=3043085,y=1287313,w=3922424,h=575310: TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH",Slide 1 nói về: TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH; ĐỀ TÀI: AI Document Question Answering System; Giảng viên hướng dẫn: Nguyễn Văn Huy; Sinh viên thực hiện: Huỳnh Ngọc Quang Vinh.,AI Document Question Answering System.pptx (slide 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.61
F105-SLD-002,Focused Regression,AI Document Question Answering System.pptx,PPTX,Focused Regression,"Slide 2 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 2; Title: Slide 2; [3] textbox/text_box @ x=3789681,y=300037,w=2326649,h=685800: Nội dung",Slide 2 nói về: Nội dung; Giới thiệu đề tài; Vấn đề thực tế; Giải pháp đề xuất; Kiến trúc tổng thể hệ thống; Chức năng chính.,AI Document Question Answering System.pptx (slide 2),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.66
F105-SLD-004,Focused Regression,AI Document Question Answering System.pptx,PPTX,Focused Regression,"Slide 4 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 4; Title: Slide 4; [3] bullet/text_box @ x=0,y=312325,w=5982191,h=685800: Vấn đề thực tế","Slide 4 nói về: Vấn đề thực tế; Khó khăn hiện nay; Tài liệu dài, khó tra cứu; Đọc thủ công tốn thời gian; AI thường dễ hallucination; Không hiểu dữ liệu nội bộ.",AI Document Question Answering System.pptx (slide 4),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.62
E40-EXT-013,Postfix Extra,AI Document Question Answering System.pptx,PPTX,Postfix Extra,"Slide 1 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [4] textbox/text_box @ x=3043085,y=1287313,w=3922424,h=575310: TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH",Slide 1 nói về: TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH; ĐỀ TÀI: AI Document Question Answering System; Giảng viên hướng dẫn: Nguyễn Văn Huy; Sinh viên thực hiện: Huỳnh Ngọc Quang Vinh.,AI Document Question Answering System.pptx (slide 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.54
E40-EXT-014,Postfix Extra,AI Document Question Answering System.pptx,PPTX,Postfix Extra,"Slide 2 của file ""AI Document Question Answering System.pptx"" nói về nội dung gì?","Slide: 2; Title: Slide 2; [3] textbox/text_box @ x=3789681,y=300037,w=2326649,h=685800: Nội dung",Slide 2 nói về: Nội dung; Giới thiệu đề tài; Vấn đề thực tế; Giải pháp đề xuất; Kiến trúc tổng thể hệ thống; Chức năng chính.,AI Document Question Answering System.pptx (slide 2),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.67
E40-EXT-015,Postfix Extra,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Postfix Extra,"Slide 1 của file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [1] textbox/auto_shape @ x=685800,y=640080,w=3840480,h=256032: BÀI TRÌNH CHIẾU MẪU","Slide 1 nói về: BÀI TRÌNH CHIẾU MẪU; Thư viện thông minh; cho trường học hiện đại; LIBRARY; Một bộ slide có nội dung dài vừa phải, chủ đề riêng biệt so với PDF, Markdown và hình ảnh. Dùng để kiểm thử khả năng đọc PPTX, tách nội dung theo slide, nhận diện tiêu đề và xử lý đoạn văn; Dữ liệu sách.",bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.67
E40-EXT-017,Postfix Extra,pptx_01_du_lich_can_tho.pptx,PPTX,Postfix Extra,"Slide 1 của file ""pptx_01_du_lich_can_tho.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Lịch trình Cần Thơ cuối tuần","Slide 1 nói về: Lịch trình Cần Thơ cuối tuần; Gợi ý 2 ngày 1 đêm cho nhóm bạn nhỏ; Mục tiêu chuyến đi; Đi nhẹ, ăn ngon, chụp ảnh đẹp và không dồn lịch quá dày. Kế hoạch ưu tiên trải nghiệm địa phương, di chuyển ngắn và có thời gian nghỉ; 2 ngày; 1 đêm.",pptx_01_du_lich_can_tho.pptx (slide 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.46
E40-EXT-018,Postfix Extra,pptx_01_du_lich_can_tho.pptx,PPTX,Postfix Extra,"Slide 2 của file ""pptx_01_du_lich_can_tho.pptx"" nói về nội dung gì?","Slide: 2; Title: Slide 2; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Ngày 1: Khám phá nhịp sống sông nước","Slide 2 nói về: Ngày 1: Khám phá nhịp sống sông nước; Buổi sáng đi chợ, chiều cà phê, tối ăn ven sông; Buổi sáng; Buổi chiều; Đến bến Ninh Kiều trước 8h; Ăn sáng nhẹ với bún hoặc hủ tiếu.",pptx_01_du_lich_can_tho.pptx (slide 2),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.66
E40-EXT-019,Postfix Extra,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Postfix Extra,"Slide 1 của file ""pptx_02_trong_cay_truong_hoc.pptx"" nói về nội dung gì?","Slide: 1; Title: Slide 1; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Chiến dịch trồng cây trường học","Slide 1 nói về: Chiến dịch trồng cây trường học; Kế hoạch 4 tuần cho khuôn viên xanh hơn; Ý tưởng chính; Chiến dịch kết hợp giáo dục môi trường, hoạt động nhóm và theo dõi cây sau khi trồng. Mục tiêu không chỉ là trồng nhiều cây mà còn duy trì cây sống tốt; Xanh hơn; mỗi tuần.",pptx_02_trong_cay_truong_hoc.pptx (slide 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.67
E40-EXT-020,Postfix Extra,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Postfix Extra,"Slide 2 của file ""pptx_02_trong_cay_truong_hoc.pptx"" nói về nội dung gì?","Slide: 2; Title: Slide 2; [2] textbox/auto_shape @ x=502920,y=228600,w=7772400,h=411480: Tuần 1: Khảo sát và chọn cây",Slide 2 nói về: Tuần 1: Khảo sát và chọn cây; Chọn đúng vị trí giúp cây sống lâu hơn; Khảo sát; Chọn cây; Đo khu vực nắng nhiều; Kiểm tra nguồn nước tưới.,pptx_02_trong_cay_truong_hoc.pptx (slide 2),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.71
E40-EXT-021,Postfix Extra,Test pptx.pptx,PPTX,Postfix Extra,"Slide 1 của file ""Test pptx.pptx"" nói về nội dung gì?","Slide: 1; Title: オフィス業務; [2] textbox/placeholder @ x=4139952,y=3427413,w=3600698,h=2162175: 担当講師",Slide 1 nói về: オフィス業務; 担当講師; 正忠 武.,"Test pptx.pptx (slide 1, オフィス業務)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.55
E40-EXT-022,Postfix Extra,Test pptx.pptx,PPTX,Postfix Extra,"Slide 2 của file ""Test pptx.pptx"" nói về nội dung gì?","Slide: 2; Title: 主な授業内容; [2] textbox/placeholder @ x=323528,y=1412776,w=8459788,h=5112022: 仕事をする意味",Slide 2 nói về: 主な授業内容; 仕事をする意味; 職場での１日; あいさつのルールと自己紹介の仕方; 仕事の基本 ～ほう・れん・そう～; 電話の受け方・かけ方.,"Test pptx.pptx (slide 2, 主な授業内容)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,0.55
N45-001-DETAIL,Additional 45,Test docx.docx,DOCX,Additional 45,"Trong file ""Test docx.docx"", chi tiet nao lien quan den ""loi""?",LỜI CẢM ƠN,"Kỹ thuật này đặc biệt hiệu quả trong việc kết nối các ""hành vi vi phạm"" được quy định trong Luật với các ""mức xử phạt"" chi tiết nằm tại các Nghị định hoặc Thông tư liên quan, đảm bảo tính chặt chẽ và đầy đủ của căn cứ pháp lý. Các thông tin này được đẩy vào Neo4j để xây dựng đồ thị tri thức, trong khi các vector nhúng 768 chiều cùng hệ thống Payload Metadata chi tiết được lưu trữ tại Qdrant. Trong pha Offline, hệ thống thực hiện xử lý dữ liệu nguồn từ các văn bản pháp luật (DOCX), trích xuất metadata và áp dụng kỹ thuật phân mảnh dữ liệu 4 tầng (4-tier chunking) để xây dựng cấu trúc phân cấp (hierarchical). Các thông tin này được đẩy vào Neo4j để xây dựng đồ thị tri thức, trong khi các vector nhúng 768 chiều cùng hệ thống Payload Metadata chi tiết được lưu trữ tại Qdrant. Mô hình được xây dựng dựa trên nền tảng vietnamese-bi-encoder với kiến trúc RoBERTa và mean pooling, sinh embedding vector kích thước 768 chiều sử dụng cosine similarity làm hàm đo độ tương đồng Mô hình được huấn luyện trên khoảng 100.000 cặp dữ liệu gồm câu hỏi pháp luật và ngữ cảnh liên quan, giúp tăng khả năng phân biệt các điều luật có nội dung gần giống nhau nhưng khác bản chất pháp lý, đặc biệt phù hợp cho s","Test docx.docx (trang 29) | Test docx.docx (trang 25, 3.6. Thiết kế cơ sở dữ liệu vector > 3.6.1. Cấu trúc Schema và Quản lý Payload) | Test docx.docx (trang 35) | Test docx.docx (trang 2) | Test docx.docx (trang 29, 4.2. Xây dựng hệ thống truy xuất)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2889.81
N45-002-DETAIL,Additional 45,content_summary.md,MD,Additional 45,"Trong file ""content_summary.md"", chi tiet nao lien quan den ""png""?",Test PNG.png (PNG),"3.3.1. - Độ chính xác và Khả năng kiểm soát ảo giác (Accuracy & Grounding) - Trong pha Offline, hệ thống thực hiện xử lý dữ liệu nguồn từ các văn bản pháp luật (DOCX), trích xuất metadata và áp dụng kỹ thuật phân mảnh dữ liệu 4 tầng (4-tier chunking) để xây dựng cấu trúc phân - ""chuong_so"": ""1"", ""chuong_ten"": ""Quy định chung"", - TEXT INDEX entity_name_idx FOR (n:Entity) ON n.name - 3.7.4. - Tổng hợp và Phản hồi có Căn cứ - Để đảm bảo mô hình không chỉ phản hồi đúng mà còn chuyên nghiệp và chặt chẽ, hệ thống áp dụng chiến lược thiết kế câu lệnh kết hợp giữa hai phương pháp tối ưu:.",content_summary.md (- CHƯƠNG 1: TỔNG QUAN ĐỀ TÀI) | content_summary.md (- LỜI NÓI ĐẦU) | content_summary.md (- BÁO CÁO THỰC TẬP TỐT NGHIỆP) | content_summary.md (- LỜI CẢM ƠN) | content_summary.md (- TÓM TẮT),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2609.46
N45-003-DETAIL,Additional 45,Test md.md,MD,Additional 45,"Trong file ""Test md.md"", chi tiet nao lien quan den ""tri""?",Trí tuệ nhân tạo trong hệ thống hỏi đáp tài liệu > Mục lục,Điều này đặc biệt quan trọng trong môi trường có dữ liệu riêng tư.,Test md.md (3. Kiến trúc tổng thể của hệ thống > 3.2. Backend API) | Test md.md (1. Giới thiệu chung) | Test md.md (2. Bối cảnh phát triển AI Document Chat) | Test md.md (Phụ lục C. Đoạn văn bản dài để kiểm thử chunking) | Test md.md (6. Vai trò của embedding và vector database),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,821.68
N45-004-DETAIL,Additional 45,Test xlsx.xlsx,XLSX,Additional 45,"Trong file ""Test xlsx.xlsx"", chi tiet nao lien quan den ""sheet4""?",Sheet4:used_range_1,"sheet Sheet4; các cột chính gồm No., 受験番号, 氏名, 性別, 学科名, 日本語, 数学, 文学; khoảng 30 dòng dữ liệu; ví dụ Sheet Index: 1; Hidden Sheet: True; Header Columns: No., 受験番号, 氏名, 性別, 学科名, 日本語, 数学, 文学, 総計, 結果, column_11, column_12, column_13, column_14, column_15, column_16, column_17, column_18, column_19, column_20, column_21, column_22, column_23, column_24, column_25, column_26; Header Units: (none).","Test xlsx.xlsx (sheet Sheet4, A1:Z1000) | Test xlsx.xlsx (sheet Sheet4)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,419.29
N45-005-DETAIL,Additional 45,pdf_page_index.md,MD,Additional 45,"Trong file ""pdf_page_index.md"", chi tiet nao lien quan den ""chuong""?",Chương 1:,"quan chặt chẽ trong khoa học máy tính, tập trung vào việc làm cho máy tính có khả năng quan chặt chẽ trong khoa học máy tính, tập trung vào việc làm cho máy tính có khả năng.",pdf_page_index.md (First 3 non-empty lines:) | pdf_page_index.md (- Chương 1:) | pdf_page_index.md (- 1. Biến đổi không gian:) | pdf_page_index.md (- Q & A),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2382.68
N45-006-DETAIL,Additional 45,Test pptx.pptx,PPTX,Additional 45,"Trong file ""Test pptx.pptx"", chi tiet nao lien quan den ""主な授業内容""?",Slide: 2 > 主な授業内容 > Blocks: 2-2,"Chi tiết liên quan đến ""主な授業内容"" trong file ""Test pptx.pptx"" bao gồm: - 仕事をする意味 - 職場での１日 - あいさつのルールと自己紹介の仕方 - 仕事の基本 ～ほう・れん・そう～ - 電話の受け方・かけ方 - メールの送り方 - 来客対応のマナー.","Test pptx.pptx (slide 2, 主な授業内容) | Test pptx.pptx (slide 15, 仕事をする意味) | Test pptx.pptx (slide 17, 仕事をする意味) | Test pptx.pptx (slide 13, 日本人は、どんな人と一緒に仕事がしたいと考えていると思いますか？) | Test pptx.pptx (slide 8, ＜授業の目的＞)",Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,890.42
N45-007-DETAIL,Additional 45,file_excel_mau_song_xanh.xlsx,XLSX,Additional 45,"Trong file ""file_excel_mau_song_xanh.xlsx"", chi tiet nao lien quan den ""chien""?",Sheet: Du_lieu_chien_dich > Du_lieu_chien_dich,Tôi không tìm thấy đủ thông tin trong tài liệu để trả lời chính xác.,,Sai,Sai,Sai,0.0,Không,High,Fallback dù case có đáp án kỳ vọng. Citation không bao phủ đúng file kỳ vọng. Retrieval/citation có dấu hiệu sai hoặc thiếu nguồn.,"Tăng structured extraction cho Excel/bảng, giữ header/sheet/row metadata và ưu tiên table retriever.",2725.74
N45-008-DETAIL,Additional 45,Test pdf.pdf,PDF,Additional 45,"Trong file ""Test pdf.pdf"", chi tiet nao lien quan den ""pdf""?",Page: 2 > File: c4220cd9dc7b4b1292798be9a6c655a0_Test pdf.pdf,"quan chặt chẽ trong khoa học máy tính, tập trung vào việc làm cho máy tính có khả năng.",Test pdf.pdf (trang 2) | Test pdf.pdf (trang 11) | Test pdf.pdf (trang 5) | Test pdf.pdf (trang 1) | Test pdf.pdf (trang 3),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2496.99
N45-009-DETAIL,Additional 45,bai_trinh_chieu_mau_thu_vien_thong_minh.pptx,PPTX,Additional 45,"Trong file ""bai_trinh_chieu_mau_thu_vien_thong_minh.pptx"", chi tiet nao lien quan den ""10""?",Slide: 1 > Slide 1 > Blocks: 5-10,"Luồng này giúp kiểm thử file PPTX vì mỗi bước có tiêu đề, mô tả và vị trí trực quan riêng. File PPTX mẫu • 3 File PPTX mẫu • 1 File PPTX mẫu • 7 File PPTX mẫu • 4.",bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 4) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 3) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 1) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 7) | bai_trinh_chieu_mau_thu_vien_thong_minh.pptx (slide 2),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,2484.61
N45-012-SUMMARY,Additional 45,AI Document Question Answering System.pptx,PPTX,Additional 45,"Tom tat ngan file ""AI Document Question Answering System.pptx"" thanh 2 y chinh.",Slide: 1 > Slide 1 > Blocks: 4-7,"Các nội dung chính đọc được trong ảnh ""AI Document Question Answering System.pptx"": TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH; ĐỀ TÀI: AI Document Question Answering System; Giảng viên hướng dẫn: Nguyễn Văn Huy; Sinh viên thực hiện: Huỳnh Ngọc Quang Vinh; Nội dung; [4] bullet/text_box @ x=253943,y=1071627,w=5862388,h=4848225: Giới thiệu đề tài.",AI Document Question Answering System.pptx (slide 1) | AI Document Question Answering System.pptx (slide 2) | AI Document Question Answering System.pptx (slide 8) | AI Document Question Answering System.pptx (slide 4) | AI Document Question Answering System.pptx (slide 3),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,408.36
N45-013-SUMMARY,Additional 45,pptx_01_du_lich_can_tho.pptx,PPTX,Additional 45,"Tom tat ngan file ""pptx_01_du_lich_can_tho.pptx"" thanh 2 y chinh.",Slide: 1 > Slide 1 > Blocks: 2-5,"Các nội dung chính đọc được trong ảnh ""pptx_01_du_lich_can_tho.pptx"": Lịch trình Cần Thơ cuối tuần; Gợi ý 2 ngày 1 đêm cho nhóm bạn nhỏ; Mục tiêu chuyến đi; Đi nhẹ, ăn ngon, chụp ảnh đẹp và không dồn lịch quá dày. Kế hoạch ưu tiên trải nghiệm địa phương, di chuyển ngắn và có thời gian nghỉ.; 2 ngày; 1 đêm.",pptx_01_du_lich_can_tho.pptx (slide 1) | pptx_01_du_lich_can_tho.pptx (slide 5) | pptx_01_du_lich_can_tho.pptx (slide 2) | pptx_01_du_lich_can_tho.pptx (slide 4) | pptx_01_du_lich_can_tho.pptx (slide 3),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,500.52
N45-014-SUMMARY,Additional 45,pptx_02_trong_cay_truong_hoc.pptx,PPTX,Additional 45,"Tom tat ngan file ""pptx_02_trong_cay_truong_hoc.pptx"" thanh 2 y chinh.",Slide: 1 > Slide 1 > Blocks: 2-5,"Các nội dung chính đọc được trong ảnh ""pptx_02_trong_cay_truong_hoc.pptx"": Chiến dịch trồng cây trường học; Kế hoạch 4 tuần cho khuôn viên xanh hơn; Ý tưởng chính; Chiến dịch kết hợp giáo dục môi trường, hoạt động nhóm và theo dõi cây sau khi trồng. Mục tiêu không chỉ là trồng nhiều cây mà còn duy trì cây sống tốt.; Xanh hơn; mỗi tuần.",pptx_02_trong_cay_truong_hoc.pptx (slide 1) | pptx_02_trong_cay_truong_hoc.pptx (slide 4) | pptx_02_trong_cay_truong_hoc.pptx (slide 3) | pptx_02_trong_cay_truong_hoc.pptx (slide 5) | pptx_02_trong_cay_truong_hoc.pptx (slide 2),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,469.03
N45-040-SLIDE,Additional 45,AI Document Question Answering System.pptx,PPTX,Additional 45,"Slide 1 trong file ""AI Document Question Answering System.pptx"" co noi dung chinh gi?","Slide: 1; Title: Slide 1; [4] textbox/text_box @ x=3043085,y=1287313,w=3922424,h=575310: TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH",Slide 1 nói về: TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI THÀNH PHỐ HỒ CHÍ MINH; ĐỀ TÀI: AI Document Question Answering System; Giảng viên hướng dẫn: Nguyễn Văn Huy; Sinh viên thực hiện: Huỳnh Ngọc Quang Vinh.,AI Document Question Answering System.pptx (slide 1),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,488.18
N45-041-SLIDE,Additional 45,AI Document Question Answering System.pptx,PPTX,Additional 45,"Slide 2 trong file ""AI Document Question Answering System.pptx"" co noi dung chinh gi?","Slide: 2; Title: Slide 2; [3] textbox/text_box @ x=3789681,y=300037,w=2326649,h=685800: Nội dung",Slide 2 nói về: Nội dung; Giới thiệu đề tài; Vấn đề thực tế; Giải pháp đề xuất; Kiến trúc tổng thể hệ thống; Chức năng chính.,AI Document Question Answering System.pptx (slide 2),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,473.85
N45-043-SLIDE,Additional 45,AI Document Question Answering System.pptx,PPTX,Additional 45,"Slide 4 trong file ""AI Document Question Answering System.pptx"" co noi dung chinh gi?","Slide: 4; Title: Slide 4; [3] bullet/text_box @ x=0,y=312325,w=5982191,h=685800: Vấn đề thực tế","Slide 4 nói về: Vấn đề thực tế; Khó khăn hiện nay; Tài liệu dài, khó tra cứu; Đọc thủ công tốn thời gian; AI thường dễ hallucination; Không hiểu dữ liệu nội bộ.",AI Document Question Answering System.pptx (slide 4),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,494.11
N45-045-SLIDE,Additional 45,AI Document Question Answering System.pptx,PPTX,Additional 45,"Slide 6 trong file ""AI Document Question Answering System.pptx"" co noi dung chinh gi?","Slide: 6; Title: Slide 6; [3] bullet/text_box @ x=-273620,y=300037,w=7535277,h=685800: Kiến trúc tổng thể của hệ thống","Slide 6 nói về: Kiến trúc tổng thể của hệ thống; Frontend web: quản lý workspace, upload, chat, theo dõi tiến độ; Backend FastAPI: auth, workspace, message, upload, ask, admin; Upload Job Worker: xử lý ingest nền, cập nhật trạng thái job; Data layer: PostgreSQL lưu metadata nghiệp vụ, FAISS lưu vector/chunk; AI layer: LLM provider + local semantic embeddings + local OCR/vision fallback.",AI Document Question Answering System.pptx (slide 6),Đúng,Đúng,Một phần,0.5,Không,Medium,Đạt kỳ vọng theo bộ từ khóa chuẩn.,Tinh chỉnh citation selection và reranking để nguồn trả về sát hơn.,1023.87
